X,Y,ID,LOCN,MPD_NAME,ADDRESS,CITY,ZIP,MPD_TYPE,MAP_TYPE,LABEL,MAP_DESC,MPD_DESC,LD,FULLNAME,CDSCODE,CHARTER,MAP_TYPE_MAPPING,TOOLTIP,NLA_URL
-118.262804853497769,34.058141953070212,57,2775,GRATTS LA FOR YS DLC,309 LUCAS AVE,LOS ANGELES,90017,TS,ED,Gratts LA for YS DLC,Spanish Transitional Bilingual Program,Dual Language Program,0,Gratts Learning Academy for Young Scholars (GLAYS) TB Spa, , ,ES,Name: Gratts Learning Academy for Young Scholars (GLAYS) TB Spa\nAddress: 309 LUCAS AVE LOS ANGELES 90017,navigatela/reports/lausd_school_report.cfm?PK=57
-118.179377720165675,34.077617225268526,58,2794,FARMDALE EL DLC SP,2660 RUTH SWIGGETT DR,LOS ANGELES,90032,DS,ED,Farmdale El DLC Sp,Spanish Dual Language Program,Dual Language Program,0,Farmdale Elementary Dual Language Spanish, , ,ES,Name: Farmdale Elementary Dual Language Spanish\nAddress: 2660 RUTH SWIGGETT DR LOS ANGELES 90032,navigatela/reports/lausd_school_report.cfm?PK=58
-118.448247275353751,34.279411021381868,59,2826,SAN FERNANDO EL DL SP,1130 MOTT ST,SAN FERNANDO,91340,DS,ED,San Fernando El DL Sp,Spanish Dual Language Program,Dual Language Program,0,San Fernando Elementary Dual Language Spanish, , ,ES,Name: San Fernando Elementary Dual Language Spanish\nAddress: 1130 MOTT ST SAN FERNANDO 91340,navigatela/reports/lausd_school_report.cfm?PK=59
-118.395093074582704,34.232032720856395,60,2796,FERNANGELES EL DL SP,12001 ART ST,SUN VALLEY,91352,TS,ED,Fernangeles El DL Sp,Spanish Transitional Bilingual Program,Dual Language Program,0,Fernangeles Elementary Transitional Bilingual Spanish, , ,ES,Name: Fernangeles Elementary Transitional Bilingual Spanish\nAddress: 12001 ART ST SUN VALLEY 91352,navigatela/reports/lausd_school_report.cfm?PK=60
-118.272435677692087,34.248417170038429,61,2817,MOUNTAIN VIEW EL DLC,6410 OLCOTT ST,TUJUNGA,91042,DAR,ED,Mountain View El DLC,Armenian Dual Language Program,Dual Language Program,0,Mountain View Elementary Dual Language Armenian, , ,ES,Name: Mountain View Elementary Dual Language Armenian\nAddress: 6410 OLCOTT ST TUJUNGA 91042,navigatela/reports/lausd_school_report.cfm?PK=61
-118.478267281706948,34.207617916570676,62,2788,COHASSET ST EL DL SP,15810 SATICOY ST,VAN NUYS,91406,TS,ED,Cohasset St El DL Sp,Spanish Transitional Bilingual Program,Dual Language Program,0,Cohasset Street Elementary Transitional Bilingual Spanish, , ,ES,Name: Cohasset Street Elementary Transitional Bilingual Spanish\nAddress: 15810 SATICOY ST VAN NUYS 91406,navigatela/reports/lausd_school_report.cfm?PK=62
-118.315368979712062,34.058532178813913,63,2839,WILTON PL EL DLC SP,745 S WILTON PL,LOS ANGELES,90005,DS,ED,Wilton Pl El DLC Sp,Spanish Dual Language Program,Dual Language Program,0,Wilton Place Elementary Dual Language Spanish, , ,ES,Name: Wilton Place Elementary Dual Language Spanish\nAddress: 745 S WILTON PL LOS ANGELES 90005,navigatela/reports/lausd_school_report.cfm?PK=63
-118.295890673574561,34.058416747059603,64,2772,RFK AMBSDR GLBL ED KO,3400 WILSHIRE BLVD,LOS ANGELES,90010,DK,ED,RFK Ambsdr Glbl Ed Sp,Korean Dual Language Program,Dual Language Program,0,RFK Comm Schls - Ambassador School - Global Education MB Ko, , ,ES,Name: RFK Comm Schls - Ambassador School - Global Education MB Ko\nAddress: 3400 WILSHIRE BLVD LOS ANGELES 90010,navigatela/reports/lausd_school_report.cfm?PK=64
-118.308157134542839,34.070224798649754,65,2785,KIM EL DLC KO,255 SOUTH OXFORD AVE,LOS ANGELES,90004,DS,ED,Kim El DLC Ko,Spanish Dual Language Program,Dual Language Program,0,Charles H Kim Elementary School Transitional Bilingual Kor, , ,ES,Name: Charles H Kim Elementary School Transitional Bilingual Kor\nAddress: 255 SOUTH OXFORD AVE LOS ANGELES 90004,navigatela/reports/lausd_school_report.cfm?PK=65
-118.308157134542839,34.070224798649754,66,2784,KIM EL DLC SP,255 SOUTH OXFORD AVE,LOS ANGELES,90004,TK,ED,Kim El DLC Sp,Spanish Dual Language Program,Dual Language Program,0,Charles H Kim Elementary School Transitional Bilingual Sp, , ,ES,Name: Charles H Kim Elementary School Transitional Bilingual Sp\nAddress: 255 SOUTH OXFORD AVE LOS ANGELES 90004,navigatela/reports/lausd_school_report.cfm?PK=66
-118.305096162674957,34.070363611255203,67,2783,CAHUENGA EL DLC KO,220 S HOBART BLVD,LOS ANGELES,90004,MK,ED,Cahuenga El DLC Ko,Korean Maintenance Bilingual Program,Dual Language Program,0,Cahuenga Elementary Dual Language & Bilingual Korean, , ,ES,Name: Cahuenga Elementary Dual Language & Bilingual Korean\nAddress: 220 S HOBART BLVD LOS ANGELES 90004,navigatela/reports/lausd_school_report.cfm?PK=67
-118.305096162674957,34.070363611255203,68,2780,CAHUENGA EL DLC SP,220 S HOBART BLVD,LOS ANGELES,90004,TS,ED,Cahuenga El DLC Sp,Spanish Transitional Bilingual Program,Dual Language Program,0,Cahuenga Elementary Transitional Bilingual Spanish, , ,ES,Name: Cahuenga Elementary Transitional Bilingual Spanish\nAddress: 220 S HOBART BLVD LOS ANGELES 90004,navigatela/reports/lausd_school_report.cfm?PK=68
-118.462266972243512,33.997075276053984,69,2777,BROADWAY EL DLC SP,1015 LINCOLN BLVD,VENICE,90291,FS,ED,Broadway El DLC Ma,Foreign Language Immersion - Spanish,Dual Language Program,0,Broadway Elementary World Language Immersion Spanish, , ,ES,Name: Broadway Elementary World Language Immersion Spanish\nAddress: 1015 LINCOLN BLVD VENICE 90291,navigatela/reports/lausd_school_report.cfm?PK=69
-118.287441682201788,34.043640881584771,70,2808,MAGNOLIA AVE EL DL SP,1626 S ORCHARD AV,LOS ANGELES,90006,MS,ED,Magnolia Ave El DL Sp,Spanish Maintenance Bilingual Program,Dual Language Program,0,Magnolia Avenue Elementary Dual Language & Bilingual Spanish, , ,ES,Name: Magnolia Avenue Elementary Dual Language & Bilingual Spanish\nAddress: 1626 S ORCHARD AV LOS ANGELES 90006,navigatela/reports/lausd_school_report.cfm?PK=70
-118.287441682201788,34.043640881584771,71,2808,MAGNOLIA AVE EL DL SP,1626 S ORCHARD AV,LOS ANGELES,90006,TS,ED,Magnolia Ave El DL Sp,Spanish Transitional Bilingual Program,Dual Language Program,0,Magnolia Avenue Elementary Dual Language & Bilingual Spanish, , ,ES,Name: Magnolia Avenue Elementary Dual Language & Bilingual Spanish\nAddress: 1626 S ORCHARD AV LOS ANGELES 90006,navigatela/reports/lausd_school_report.cfm?PK=71
-118.448247275353751,34.279411021381868,72,2826,SAN FERNANDO EL DL SP,1130 MOTT ST,SAN FERNANDO,91340,MS,ED,San Fernando El DL Sp,Spanish Maintenance Bilingual Program,Dual Language Program,0,San Fernando Elementary Dual Language Spanish, , ,ES,Name: San Fernando Elementary Dual Language Spanish\nAddress: 1130 MOTT ST SAN FERNANDO 91340,navigatela/reports/lausd_school_report.cfm?PK=72
-118.43565928500901,34.053952897262583,73,8123,EMERSON COMM CHRTR MS,1650 SELBY AVE,LOS ANGELES,90024,J,CCA,Emerson Comm Chrtr Middle,Charter Conversion Affiliated - Middle School Level,Middle School,0,Ralph Waldo Emerson Community Charter Middle School,19647336057988,Y,CHAR,Name: Ralph Waldo Emerson Community Charter Middle School\nAddress: 1650 SELBY AVE LOS ANGELES 90024,navigatela/reports/lausd_school_report.cfm?PK=73
-118.384231449516975,34.038552760483881,74,6671,SHENANDOAH ES,2450 SHENANDOAH ST,LOS ANGELES,90034,E,ES,Shenandoah St,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Shenandoah Street Elementary School,19647336019160, ,ES,Name: Shenandoah Street Elementary School\nAddress: 2450 SHENANDOAH ST LOS ANGELES 90034,navigatela/reports/lausd_school_report.cfm?PK=74
-118.197963236885997,33.98610938093924,75,8268,NIMITZ MS,6021 CARMELITA AVE,HUNTINGTON PARK,90255,J,MS,Nimitz Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Chester W. Nimitz Middle School,19647336057939, ,MS,Name: Chester W. Nimitz Middle School\nAddress: 6021 CARMELITA AVE HUNTINGTON PARK 90255,navigatela/reports/lausd_school_report.cfm?PK=75
-118.257664200680779,34.057516464636436,76,8570,CAMINO NUEVO HS,1215 W MIRAMAR ST,LOS ANGELES,90006,S,CSI,Camino Nuevo High,Independent Charter,High School,0,Camino Nuevo High School Charter,19647330106435, ,CHAR,Name: Camino Nuevo High School Charter\nAddress: 1215 W MIRAMAR ST LOS ANGELES 90006,navigatela/reports/lausd_school_report.cfm?PK=76
-118.455493113306318,34.1501762139793,77,6699,SHERMAN OAKS CHRTR,14755 GREENLEAF ST,SHERMAN OAKS,91403,E,CCA,Sherman Oaks,Charter Conversion Affiliated - Elementary School Level,Elementary School,0,Sherman Oaks Charter School,19647336019186,Y,CHAR,Name: Sherman Oaks Charter School\nAddress: 14755 GREENLEAF ST SHERMAN OAKS 91403,navigatela/reports/lausd_school_report.cfm?PK=77
-118.225543804532961,34.094832459551903,78,2178,ARAGON ES,1118 ARAGON AVE,LOS ANGELES,90065,E,ES,Aragon Ave,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Aragon Avenue Elementary School,19647336015853, ,ES,Name: Aragon Avenue Elementary School\nAddress: 1118 ARAGON AVE LOS ANGELES 90065,navigatela/reports/lausd_school_report.cfm?PK=78
-118.190235016398873,33.972697262335487,79,8536,BELL HS,4328 BELL AVE,BELL,90201,S,HS,Bell High,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",High School,0,Bell High School,19647331930866, ,HS,Name: Bell High School\nAddress: 4328 BELL AVE BELL 90201,navigatela/reports/lausd_school_report.cfm?PK=79
-118.421687030560491,34.295528914928333,80,7400,VISTA DEL VALLE DL ACAD,12411 N BROMONT AVE,LOS ANGELES,91340,E,ES,Vista del Valle DL Acad,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Vista del Valle DL Academy,19647330122200, ,ES,Name: Vista del Valle DL Academy\nAddress: 12411 N BROMONT AVE LOS ANGELES 91340,navigatela/reports/lausd_school_report.cfm?PK=80
-118.423680463165354,33.987040041817274,81,5962b,OCEAN CHARTER SCHOOL,12606 CULVER BLVD,LOS ANGELES,90066,EJ,CSI,Ocean Chrtr,Independent Charter,Elementary School,0,Ocean Charter School,19647330102335, ,CHAR,Name: Ocean Charter School\nAddress: 12606 CULVER BLVD LOS ANGELES 90066,navigatela/reports/lausd_school_report.cfm?PK=81
-118.221032078968676,33.951313024998321,82,6904,STANFORD ES,2833 ILLINOIS AVE,SOUTH GATE,90280,E,ES,Stanford Ave,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Stanford Avenue Elementary School,19647336019327, ,ES,Name: Stanford Avenue Elementary School\nAddress: 2833 ILLINOIS AVE SOUTH GATE 90280,navigatela/reports/lausd_school_report.cfm?PK=82
-118.340118933613283,34.043145829110848,83,2082,ALTA LOMA ES,1745 VINEYARD AVE,LOS ANGELES,90019,E,ES,Alta Loma,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Alta Loma Elementary School,19647336015747, ,ES,Name: Alta Loma Elementary School\nAddress: 1745 VINEYARD AVE LOS ANGELES 90019,navigatela/reports/lausd_school_report.cfm?PK=83
-118.285824208204502,33.959413769327298,84,5096,MANCHESTER ES,661 W 87TH ST,LOS ANGELES,90044,E,ES,Manchester Ave,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Manchester Avenue Elementary School,19647336018022, ,ES,Name: Manchester Avenue Elementary School\nAddress: 661 W 87TH ST LOS ANGELES 90044,navigatela/reports/lausd_school_report.cfm?PK=84
-118.299470545361444,34.053210999909375,85,4983,MARIPOSA-NABI PC,987 S MARIPOSA AVE,LOS ANGELES,90006,EP,EP,Mariposa-Nabi PC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Magnet Center on Regular Campus)",Elementary School,0,Mariposa-Nabi Primary Center,19647330109256, ,ES,Name: Mariposa-Nabi Primary Center\nAddress: 987 S MARIPOSA AVE LOS ANGELES 90006,navigatela/reports/lausd_school_report.cfm?PK=85
-118.172170193374555,34.039910096078842,86,9478,GARFIELD CAS-AEWC,4343 NEW YORK AVE,LOS ANGELES,90022,W,O,Garfield Adult Ed,"Adult Education, Skill Center, Occupational Center, Opportunity School, Community Day School",Alternative Education and Work Center (AEWC),0,Garfield Community Adult Education - Alternative Education and Work Center, , ,O,Name: Garfield Community Adult Education - Alternative Education and Work Center\nAddress: 4343 NEW YORK AVE LOS ANGELES 90022,navigatela/reports/lausd_school_report.cfm?PK=86
-118.274219499644772,34.010823985076968,87,8828,WALLIS ANNENBERG HIGH SCHOOL,4000 S MAIN ST,LOS ANGELES,90037,S,CSI,Annenberg High,Independent Charter,High School,0,Wallis Annenberg High,19647330100750, ,CHAR,Name: Wallis Annenberg High\nAddress: 4000 S MAIN ST LOS ANGELES 90037,navigatela/reports/lausd_school_report.cfm?PK=87
-118.549100702858297,34.267077363156872,88,2335,BECKFORD CHRTR FOR ENRICHED STUDIES,19130 TULSA ST,NORTHRIDGE,91326,E,CCA,Beckford Chrtr for Enriched Studies,Charter Conversion Affiliated - Elementary School Level,Elementary School,0,Beckford Charter for Enriched Studies,19647336015986,Y,CHAR,Name: Beckford Charter for Enriched Studies\nAddress: 19130 TULSA ST NORTHRIDGE 91326,navigatela/reports/lausd_school_report.cfm?PK=88
-118.161659771852882,34.032134571432323,89,8168,GRIFFITH MS,4765 E FOURTH ST,LOS ANGELES,90022,J,MS,Griffith Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,David Wark Griffith Middle School,19647336058036, ,MS,Name: David Wark Griffith Middle School\nAddress: 4765 E FOURTH ST LOS ANGELES 90022,navigatela/reports/lausd_school_report.cfm?PK=89
-118.382181883730354,34.279948739362148,90,8453,PUC COMMUNITY CHARTER MS,11500 ELDRIDGE AVE,LAKEVIEW TERRACE,91342,J,CSI,PUC Community Chrtr Middle,Independent Charter,Span School,0,PUC Community Charter Middle School,19647336116750, ,CHAR,Name: PUC Community Charter Middle School\nAddress: 11500 ELDRIDGE AVE LAKEVIEW TERRACE 91342,navigatela/reports/lausd_school_report.cfm?PK=90
-118.246194333481725,34.063653895712307,91,9092,EVANS ADLT,717 N FIGUEROA ST,LOS ANGELES,90012,A,O,Evans Adult,"Adult Education, Skill Center, Occupational Center, Opportunity School, Community Day School",Community Adult School,0,E. Manfred Evans Community Adult,19647331931427, ,O,Name: E. Manfred Evans Community Adult\nAddress: 717 N FIGUEROA ST LOS ANGELES 90012,navigatela/reports/lausd_school_report.cfm?PK=91
-118.328319566292308,34.009703812457623,92,8028,AUDUBON MS,4120 11TH AVE,LOS ANGELES,90008,J,MS,Audubon Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Audubon Middle School,19647336061394, ,MS,Name: Audubon Middle School\nAddress: 4120 11TH AVE LOS ANGELES 90008,navigatela/reports/lausd_school_report.cfm?PK=92
-118.464633478032013,33.979226150935524,93,3311,WESTSIDE GLBL AWR MAG,104 ANCHORAGE ST,MARINA DEL REY,90292,SP,M,Westside Glbl Awr Mag,Magnet School,Span Magnet,0,Westside Elementary Ecosystems/Environmental Sciences Magnet,19647331931054, ,M,Name: Westside Elementary Ecosystems/Environmental Sciences Magnet\nAddress: 104 ANCHORAGE ST MARINA DEL REY 90292,navigatela/reports/lausd_school_report.cfm?PK=93
-118.317105368125439,34.045692627193773,94,4980,PIO PICO MS,1512 S ARLINGTON AVE,LOS ANGELES,90019,J,MS,Pio Pico Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Pio Pico Middle School,19647336107064, ,MS,Name: Pio Pico Middle School\nAddress: 1512 S ARLINGTON AVE LOS ANGELES 90019,navigatela/reports/lausd_school_report.cfm?PK=94
-118.250991426133822,33.970058415508973,95,6021,PARMELEE ES,1338 E 76TH PL,LOS ANGELES,90001,E,ES,Parmelee Ave,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Parmelee Avenue Elementary School,1964733608683, ,ES,Name: Parmelee Avenue Elementary School\nAddress: 1338 E 76TH PL LOS ANGELES 90001,navigatela/reports/lausd_school_report.cfm?PK=95
-118.181081149652243,34.039341868709656,96,8047,BELVEDERE MS,312 N RECORD AVE,LOS ANGELES,90063,J,MS,Belvedere Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Belvedere Middle School,19647336057889, ,MS,Name: Belvedere Middle School\nAddress: 312 N RECORD AVE LOS ANGELES 90063,navigatela/reports/lausd_school_report.cfm?PK=96
-118.293005247668617,34.031060554854328,97,7479,VERMONT ES,1435 W 27TH ST,LOS ANGELES,90007,E,ES,Vermont Ave,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Vermont Avenue Elementary School,19647336019731, ,ES,Name: Vermont Avenue Elementary School\nAddress: 1435 W 27TH ST LOS ANGELES 90007,navigatela/reports/lausd_school_report.cfm?PK=97
-118.279740137271915,34.061637887938303,98,1918,MC ALISTER HS-CYESIS,611 S CARONDELET ST,LOS ANGELES,90057,O,O,McAlister High,"Adult Education, Skill Center, Occupational Center, Opportunity School, Community Day School",Opportunity School and Unit,0,Harold McAlister High (Opportunity),19647331930619, ,O,Name: Harold McAlister High (Opportunity)\nAddress: 611 S CARONDELET ST LOS ANGELES 90057,navigatela/reports/lausd_school_report.cfm?PK=98
-118.239048142237479,34.065813354161548,99,1379,BSD-OPER-YALE,936 YALE ST,LOS ANGELES,90012,X,A,Yale St Annex,"Administrative Site (Central Office, Local District Office, Resource Center, Science Center)",Central Office,0,Yale Street Annex, , ,A,Name: Yale Street Annex\nAddress: 936 YALE ST LOS ANGELES 90012,navigatela/reports/lausd_school_report.cfm?PK=99
-118.179646156643102,34.079610766051566,100,8118,EL SERENO MS,2839 N EASTERN AVE,LOS ANGELES,90032,J,MS,El Sereno Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,El Sereno Middle School,19647336068431, ,MS,Name: El Sereno Middle School\nAddress: 2839 N EASTERN AVE LOS ANGELES 90032,navigatela/reports/lausd_school_report.cfm?PK=100
-118.274575610402309,33.955525838618783,101,6869,KNOX ES,8919 S MAIN ST,LOS ANGELES,90003,E,ES,Knox,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Dr. Owen Lloyd Knox Elementary School,19647330122143, ,ES,Name: Dr. Owen Lloyd Knox Elementary School\nAddress: 8919 S MAIN ST LOS ANGELES 90003,navigatela/reports/lausd_school_report.cfm?PK=101
-118.260429725914108,33.828508462610642,102,2473,BONITA ES,21929 BONITA ST,CARSON,90745,E,ES,Bonita St,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Bonita Street Elementary School,19647336016042, ,ES,Name: Bonita Street Elementary School\nAddress: 21929 BONITA ST CARSON 90745,navigatela/reports/lausd_school_report.cfm?PK=102
-118.250925953827391,33.980452367700458,103,8113,EDISON MS,6500 HOOPER AVE,LOS ANGELES,90001,J,MS,Edison Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Thomas A. Edison Middle School,19647336061444, ,MS,Name: Thomas A. Edison Middle School\nAddress: 6500 HOOPER AVE LOS ANGELES 90001,navigatela/reports/lausd_school_report.cfm?PK=103
-118.32546698598081,34.041420756657402,104,2192,ARLINGTON HTS ES,1717 SEVENTH AVE,LOS ANGELES,90019,E,ES,Arlington Heights,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Arlington Heights Elementary School,19647336015861, ,ES,Name: Arlington Heights Elementary School\nAddress: 1717 SEVENTH AVE LOS ANGELES 90019,navigatela/reports/lausd_school_report.cfm?PK=104
-118.319826719229553,33.936478249312295,105,2945,CENTURY PK ES,10935 S SPINNING AVE,INGLEWOOD,90303,E,ES,Century Park,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Century Park Elementary School,19647336016414, ,ES,Name: Century Park Elementary School\nAddress: 10935 S SPINNING AVE INGLEWOOD 90303,navigatela/reports/lausd_school_report.cfm?PK=105
-118.208953269114573,33.956040234907142,106,8871,SOUTH GATE HS,3351 FIRESTONE BLVD,SOUTH GATE,90280,S,HS,South Gate High,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",High School,0,South Gate High School,19647331938307, ,HS,Name: South Gate High School\nAddress: 3351 FIRESTONE BLVD SOUTH GATE 90280,navigatela/reports/lausd_school_report.cfm?PK=106
-118.281820614961049,33.784736396350596,107,8518,HARBOR TEACHER PREP ACAD,1111 FIGUEROA PL,WILMINGTON,90744,SA,HS,Harbor Teacher Prep Acad,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",Academy School,0,Harbor Teacher Preparation Academy,19647330102921, ,HS,Name: Harbor Teacher Preparation Academy\nAddress: 1111 FIGUEROA PL WILMINGTON 90744,navigatela/reports/lausd_school_report.cfm?PK=107
-118.22682251410555,34.128332381941355,108,3397,DELEVAN DRIVE ES,4168 W AVE 42,LOS ANGELES,90065,E,ES,Delevan Dr,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Delevan Drive Elementary School,19647336016745, ,ES,Name: Delevan Drive Elementary School\nAddress: 4168 W AVE 42 LOS ANGELES 90065,navigatela/reports/lausd_school_report.cfm?PK=108
-118.459661466561542,34.205393914300814,109,7384,VALERIO ES,15035 VALERIO ST,VAN NUYS,91405,E,ES,Valerio St,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Valerio Street Elementary School,19647336019640, ,ES,Name: Valerio Street Elementary School\nAddress: 15035 VALERIO ST VAN NUYS 91405,navigatela/reports/lausd_school_report.cfm?PK=109
-118.231026439912753,34.118792981584207,110,7778,PUC SANTA ROSA CHRTR ACAD,3838 EAGLE ROCK BLVD,LOS ANGELES,90065,J,CSI,PUC Santa Rosa Chrtr Acad,Independent Charter,Middle School,0,PUC Santa Rosa Charter Academy,19647330119974, ,CHAR,Name: PUC Santa Rosa Charter Academy\nAddress: 3838 EAGLE ROCK BLVD LOS ANGELES 90065,navigatela/reports/lausd_school_report.cfm?PK=110
-118.377754736511164,34.203990100840855,111,2257,CELERITY CARDINAL CHRTR,7330 BAKMAN AVE,SUN VALLEY,91352,E,CSI,Celerity Cardinal Chrtr,Independent Charter,Elementary School,0,Celerity Cardinal Charter School,19647330123984, ,CHAR,Name: Celerity Cardinal Charter School\nAddress: 7330 BAKMAN AVE SUN VALLEY 91352,navigatela/reports/lausd_school_report.cfm?PK=111
-118.278553286435354,33.944457846464324,112,8646,ALLIANCE BURTON TECH HS,10101 S BROADWAY,LOS ANGELES,90003,S,CSI,Alliance Burton Tech HS,Independent Charter,High School,0,Alliance Judy Ivie Burton Technology High School,19647330108894,Y,CHAR,Name: Alliance Judy Ivie Burton Technology High School\nAddress: 10101 S BROADWAY LOS ANGELES 90003,navigatela/reports/lausd_school_report.cfm?PK=112
-118.212393703855597,34.084980990419808,113,4534,HILLSIDE ES,120 E AVE 35,LOS ANGELES,90031,E,ES,Hillside,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Hillside Elementary School,19647336017594, ,ES,Name: Hillside Elementary School\nAddress: 120 E AVE 35 LOS ANGELES 90031,navigatela/reports/lausd_school_report.cfm?PK=113
-118.213952012658964,33.836104377161021,114,3466,DOMINGUEZ ES,21250 SANTA FE AV,CARSON,90810,E,ES,Dominguez,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Dominguez Elementary School,19647336016794, ,ES,Name: Dominguez Elementary School\nAddress: 21250 SANTA FE AV CARSON 90810,navigatela/reports/lausd_school_report.cfm?PK=114
-118.25584957274441,34.060854714426291,115,8544,ROYBAL LC,1213 WEST 1ST ST,LOS ANGELES,90026,S,HS,Roybal Lrng Ctr,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",High School,0,Edward R. Roybal Learning Center,19647330117051, ,HS,Name: Edward R. Roybal Learning Center\nAddress: 1213 WEST 1ST ST LOS ANGELES 90026,navigatela/reports/lausd_school_report.cfm?PK=115
-118.153128945908335,34.027737579702062,116,9454,CR EEC #2,421 S HILLVIEW AVE,LOS ANGELES,90022,Z,ES,Central Region EEC #2,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,Central Region Early Education Center No. 2, , ,ES,Name: Central Region Early Education Center No. 2\nAddress: 421 S HILLVIEW AVE LOS ANGELES 90022,navigatela/reports/lausd_school_report.cfm?PK=116
-118.17660082406293,33.967931204026605,117,2372,OCHOA LRNG CTR,5057 LIVE OAK ST,CUDAHY,90201,EJ,SS,Ochoa Lrng Ctr,"Span School (Span School, Special Ed School)",Span School,0,Ellen Ochoa Learning Center,19647336118186, ,SS,Name: Ellen Ochoa Learning Center\nAddress: 5057 LIVE OAK ST CUDAHY 90201,navigatela/reports/lausd_school_report.cfm?PK=117
-118.451032047374611,34.216992558053178,118,8610,PANORAMA HS,8015 VAN NUYS BLVD,PANORAMA CITY,91402,S,HS,Panorama High,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",High School,0,Panorama High School,19647330112052, ,HS,Name: Panorama High School\nAddress: 8015 VAN NUYS BLVD PANORAMA CITY 91402,navigatela/reports/lausd_school_report.cfm?PK=118
-118.603010135490507,34.204385316807567,119,2283,VILLAGE CHARTER SCHOOL,7357 JORDAN AVE,CANOGA PARK,91303,E,CSI,Village Charter School,Independent Charter,Elementary School,0,Village Charter School,19647330129866,Y,CHAR,Name: Village Charter School\nAddress: 7357 JORDAN AVE CANOGA PARK 91303,navigatela/reports/lausd_school_report.cfm?PK=119
